no,Q1,P1,Q2,P2,Q3,P3,Q4,P4,Q5,P5,Q6,P6,Q7,P7,Q8,P8,Q9,P9,Q10,P10,Q11,P11,Q12,P12,Total,CustomerId,Classification
2907,1,5,1,1,3,1,1,1,5,9,4,7,1,1,3,5,2,3,4,7,2,1,1,0,41,2908,Balanced
2908,5,3,2,2,3,1,4,7,4,7,2,3,1,1,3,5,1,1,1,1,2,1,2,1,33,2909,Balanced
2909,4,5,3,3,2,2,2,3,2,3,1,1,4,7,3,5,3,5,3,5,2,1,2,1,41,2910,Balanced
2910,5,3,3,3,1,5,2,3,3,5,2,3,4,7,2,3,5,9,4,7,2,1,1,0,49,2911,Assertive
2911,4,5,5,7,1,5,1,1,4,7,2,3,1,1,1,1,5,9,2,3,2,1,1,0,43,2912,Assertive
2912,6,1,2,2,1,5,4,7,5,9,2,3,2,3,3,5,4,7,4,7,2,1,1,0,50,2913,Assertive
2913,4,5,2,2,2,2,1,1,2,3,4,7,1,1,2,3,1,1,2,3,1,0,2,1,29,2914,Balanced
2914,1,5,5,7,3,1,3,5,2,3,4,7,2,3,4,7,2,3,1,1,1,0,2,1,43,2915,Assertive
2915,1,5,3,3,1,5,2,3,4,7,4,7,1,1,2,3,1,1,3,5,1,0,1,0,40,2916,Balanced
2916,4,5,5,7,1,5,1,1,5,9,2,3,4,7,4,7,5,9,1,1,1,0,1,0,54,2917,Aggressive
2917,6,1,4,5,2,2,4,7,2,3,3,5,2,3,1,1,1,1,1,1,2,1,1,0,30,2918,Balanced
2918,3,1,4,5,2,2,1,1,3,5,2,3,1,1,1,1,1,1,4,7,2,1,2,1,29,2919,Balanced
2919,4,5,2,2,3,1,3,5,2,3,4,7,1,1,3,5,4,7,4,7,2,1,2,1,45,2920,Assertive
2920,3,1,1,1,2,2,3,5,3,5,3,5,2,3,1,1,3,5,4,7,1,0,2,1,36,2921,Balanced
2921,2,3,3,3,2,2,3,5,1,1,2,3,1,1,4,7,5,9,3,5,2,1,1,0,40,2922,Balanced
2922,2,3,4,5,1,5,3,5,2,3,1,1,1,1,1,1,4,7,1,1,1,0,2,1,33,2923,Balanced
2923,1,5,5,7,2,2,1,1,4,7,4,7,2,3,2,3,2,3,3,5,2,1,2,1,45,2924,Assertive
2924,5,3,5,7,3,1,4,7,5,9,1,1,1,1,1,1,3,5,3,5,2,1,2,1,42,2925,Assertive
2925,6,1,2,2,2,2,2,3,2,3,2,3,1,1,4,7,3,5,3,5,1,0,1,0,32,2926,Balanced
2926,4,5,4,5,2,2,1,1,1,1,1,1,4,7,4,7,5,9,3,5,1,0,1,0,43,2927,Assertive
2927,1,5,2,2,3,1,3,5,5,9,2,3,3,5,4,7,1,1,2,3,2,1,1,0,42,2928,Assertive
2928,6,1,3,3,2,2,1,1,5,9,1,1,3,5,3,5,4,7,3,5,2,1,1,0,40,2929,Balanced
2929,5,3,4,5,2,2,1,1,5,9,1,1,3,5,4,7,5,9,2,3,2,1,2,1,47,2930,Assertive
2930,5,3,5,7,3,1,1,1,5,9,2,3,4,7,3,5,2,3,4,7,2,1,2,1,48,2931,Assertive
2931,2,3,3,3,3,1,3,5,5,9,3,5,3,5,4,7,3,5,1,1,1,0,2,1,45,2932,Assertive
2932,4,5,1,1,1,5,1,1,4,7,3,5,4,7,1,1,4,7,3,5,1,0,2,1,45,2933,Assertive
2933,5,3,5,7,2,2,4,7,3,5,4,7,1,1,1,1,3,5,2,3,1,0,1,0,41,2934,Balanced
2934,3,1,3,3,3,1,1,1,4,7,3,5,3,5,2,3,3,5,1,1,2,1,2,1,34,2935,Balanced
2935,3,1,1,1,1,5,3,5,2,3,4,7,4,7,4,7,3,5,1,1,2,1,2,1,44,2936,Assertive
2936,3,1,3,3,1,5,1,1,2,3,4,7,4,7,2,3,4,7,4,7,1,0,2,1,45,2937,Assertive
2937,1,5,2,2,1,5,4,7,1,1,2,3,1,1,4,7,2,3,1,1,1,0,2,1,36,2938,Balanced
2938,6,1,1,1,1,5,1,1,1,1,4,7,4,7,1,1,2,3,1,1,1,0,1,0,28,2939,Balanced
2939,6,1,4,5,2,2,1,1,2,3,2,3,4,7,3,5,5,9,4,7,1,0,2,1,44,2940,Assertive
2940,1,5,2,2,1,5,4,7,5,9,2,3,3,5,1,1,2,3,3,5,2,1,1,0,46,2941,Assertive
2941,6,1,3,3,3,1,2,3,1,1,2,3,4,7,4,7,3,5,1,1,1,0,1,0,32,2942,Balanced
2942,2,3,4,5,1,5,4,7,5,9,1,1,3,5,1,1,4,7,4,7,1,0,1,0,50,2943,Assertive
2943,5,3,1,1,3,1,2,3,5,9,1,1,2,3,3,5,2,3,3,5,2,1,1,0,35,2944,Balanced
2944,4,5,3,3,1,5,4,7,3,5,3,5,4,7,1,1,2,3,3,5,1,0,2,1,47,2945,Assertive
2945,1,5,4,5,2,2,4,7,2,3,3,5,4,7,1,1,1,1,3,5,1,0,2,1,42,2946,Assertive
2946,5,3,4,5,3,1,2,3,2,3,4,7,1,1,4,7,5,9,2,3,1,0,1,0,42,2947,Assertive
2947,6,1,2,2,3,1,1,1,1,1,3,5,2,3,4,7,3,5,2,3,1,0,1,0,29,2948,Balanced
2948,6,1,2,2,1,5,4,7,5,9,3,5,4,7,2,3,2,3,4,7,2,1,2,1,51,2949,Assertive
2949,6,1,1,1,3,1,4,7,5,9,1,1,2,3,1,1,4,7,4,7,2,1,2,1,40,2950,Balanced
2950,2,3,2,2,2,2,1,1,5,9,3,5,4,7,4,7,3,5,2,3,1,0,2,1,45,2951,Assertive
2951,6,1,4,5,1,5,2,3,2,3,2,3,4,7,2,3,2,3,1,1,1,0,2,1,35,2952,Balanced
2952,1,5,5,7,2,2,4,7,4,7,3,5,3,5,4,7,4,7,4,7,1,0,2,1,60,2953,Aggressive
2953,5,3,4,5,3,1,4,7,2,3,4,7,3,5,4,7,3,5,3,5,2,1,1,0,49,2954,Assertive
2954,3,1,3,3,2,2,1,1,2,3,1,1,2,3,2,3,2,3,1,1,2,1,1,0,22,2955,Conservative
2955,4,5,4,5,2,2,4,7,2,3,2,3,2,3,3,5,4,7,1,1,1,0,1,0,41,2956,Balanced
2956,4,5,2,2,2,2,3,5,1,1,3,5,1,1,4,7,5,9,4,7,2,1,1,0,45,2957,Assertive
2957,4,5,4,5,2,2,2,3,1,1,2,3,2,3,4,7,2,3,3,5,1,0,2,1,38,2958,Balanced
2958,6,1,3,3,1,5,1,1,2,3,3,5,2,3,4,7,2,3,4,7,1,0,1,0,38,2959,Balanced
2959,2,3,4,5,2,2,1,1,3,5,4,7,3,5,2,3,4,7,3,5,1,0,1,0,43,2960,Assertive
2960,1,5,4,5,1,5,1,1,4,7,3,5,3,5,2,3,5,9,1,1,2,1,1,0,47,2961,Assertive
2961,2,3,2,2,1,5,2,3,3,5,2,3,1,1,1,1,2,3,2,3,1,0,1,0,29,2962,Balanced
2962,2,3,2,2,3,1,3,5,1,1,2,3,3,5,1,1,2,3,4,7,2,1,2,1,33,2963,Balanced
2963,6,1,3,3,1,5,3,5,4,7,1,1,4,7,4,7,2,3,3,5,1,0,2,1,45,2964,Assertive
2964,5,3,1,1,3,1,1,1,4,7,4,7,3,5,3,5,4,7,1,1,2,1,2,1,40,2965,Balanced
2965,4,5,5,7,2,2,3,5,2,3,3,5,1,1,4,7,1,1,4,7,1,0,1,0,43,2966,Assertive
2966,6,1,4,5,3,1,3,5,3,5,4,7,4,7,3,5,4,7,2,3,2,1,1,0,47,2967,Assertive
2967,3,1,4,5,1,5,3,5,2,3,1,1,1,1,1,1,4,7,4,7,1,0,2,1,37,2968,Balanced
2968,2,3,1,1,3,1,4,7,4,7,3,5,3,5,4,7,5,9,4,7,2,1,2,1,54,2969,Aggressive
2969,4,5,3,3,1,5,3,5,5,9,2,3,1,1,1,1,3,5,2,3,1,0,1,0,40,2970,Balanced
2970,1,5,4,5,2,2,2,3,5,9,3,5,2,3,2,3,3,5,1,1,1,0,1,0,41,2971,Balanced
2971,6,1,3,3,1,5,3,5,2,3,3,5,2,3,2,3,5,9,4,7,2,1,1,0,45,2972,Assertive
2972,1,5,1,1,3,1,1,1,5,9,4,7,1,1,3,5,5,9,1,1,1,0,1,0,40,2973,Balanced
2973,4,5,1,1,2,2,1,1,4,7,2,3,4,7,4,7,1,1,3,5,2,1,1,0,40,2974,Balanced
2974,5,3,2,2,3,1,3,5,3,5,4,7,2,3,2,3,1,1,1,1,2,1,2,1,33,2975,Balanced
2975,5,3,4,5,3,1,4,7,2,3,3,5,2,3,4,7,4,7,1,1,2,1,2,1,44,2976,Assertive
2976,4,5,4,5,2,2,1,1,3,5,3,5,4,7,4,7,1,1,4,7,1,0,1,0,45,2977,Assertive
2977,6,1,1,1,3,1,2,3,5,9,1,1,2,3,3,5,5,9,2,3,1,0,2,1,37,2978,Balanced
2978,1,5,3,3,3,1,3,5,5,9,3,5,1,1,2,3,3,5,2,3,2,1,2,1,42,2979,Assertive
2979,4,5,4,5,2,2,3,5,1,1,4,7,2,3,2,3,1,1,3,5,2,1,1,0,38,2980,Balanced
2980,5,3,2,2,1,5,3,5,5,9,3,5,2,3,3,5,1,1,2,3,2,1,1,0,42,2981,Assertive
2981,6,1,2,2,1,5,1,1,4,7,2,3,3,5,3,5,4,7,2,3,2,1,1,0,40,2982,Balanced
2982,2,3,4,5,1,5,2,3,2,3,3,5,2,3,2,3,3,5,2,3,2,1,1,0,39,2983,Balanced
2983,5,3,1,1,3,1,2,3,3,5,3,5,1,1,3,5,2,3,1,1,1,0,1,0,28,2984,Balanced
2984,5,3,4,5,2,2,4,7,3,5,3,5,4,7,2,3,2,3,3,5,1,0,1,0,45,2985,Assertive
2985,5,3,5,7,3,1,1,1,1,1,2,3,2,3,4,7,2,3,4,7,2,1,2,1,38,2986,Balanced
2986,4,5,1,1,1,5,2,3,5,9,2,3,4,7,3,5,1,1,3,5,1,0,1,0,44,2987,Assertive
2987,1,5,2,2,1,5,1,1,1,1,4,7,3,5,4,7,2,3,4,7,2,1,1,0,44,2988,Assertive
2988,5,3,3,3,1,5,2,3,2,3,3,5,2,3,2,3,1,1,4,7,1,0,2,1,37,2989,Balanced
2989,1,5,2,2,2,2,3,5,4,7,2,3,1,1,4,7,4,7,2,3,1,0,1,0,42,2990,Assertive
2990,6,1,2,2,1,5,1,1,3,5,4,7,3,5,2,3,5,9,2,3,1,0,1,0,41,2991,Balanced
2991,5,3,3,3,3,1,1,1,2,3,2,3,4,7,1,1,2,3,2,3,1,0,1,0,28,2992,Balanced
2992,6,1,4,5,1,5,3,5,5,9,3,5,2,3,2,3,2,3,1,1,2,1,2,1,42,2993,Assertive
2993,6,1,2,2,3,1,2,3,4,7,2,3,1,1,1,1,4,7,3,5,1,0,2,1,32,2994,Balanced
2994,5,3,5,7,1,5,1,1,3,5,4,7,4,7,1,1,4,7,4,7,2,1,2,1,52,2995,Assertive
2995,1,5,1,1,1,5,1,1,2,3,4,7,1,1,4,7,3,5,3,5,1,0,1,0,40,2996,Balanced
2996,6,1,4,5,2,2,2,3,1,1,4,7,1,1,2,3,4,7,4,7,2,1,2,1,39,2997,Balanced
2997,3,1,2,2,1,5,1,1,2,3,3,5,1,1,4,7,2,3,1,1,1,0,1,0,29,2998,Balanced
2998,1,5,2,2,2,2,3,5,4,7,1,1,4,7,2,3,4,7,3,5,2,1,1,0,45,2999,Assertive
2999,1,5,3,3,2,2,3,5,3,5,1,1,4,7,1,1,2,3,1,1,2,1,1,0,34,3000,Balanced
3000,1,5,3,3,3,1,2,3,2,3,3,5,3,5,3,5,4,7,2,3,1,0,2,1,41,3001,Balanced
3001,3,1,1,1,2,2,4,7,2,3,3,5,1,1,4,7,2,3,1,1,1,0,1,0,31,3002,Balanced
3002,5,3,5,7,3,1,3,5,3,5,4,7,3,5,2,3,4,7,4,7,1,0,2,1,51,3003,Assertive
3003,5,3,5,7,1,5,1,1,4,7,2,3,1,1,3,5,3,5,2,3,1,0,1,0,40,3004,Balanced
3004,6,1,3,3,1,5,4,7,5,9,1,1,1,1,4,7,5,9,2,3,2,1,1,0,47,3005,Assertive
3005,3,1,5,7,1,5,3,5,4,7,2,3,2,3,2,3,5,9,2,3,1,0,2,1,47,3006,Assertive
3006,5,3,3,3,3,1,2,3,5,9,1,1,3,5,1,1,5,9,4,7,2,1,2,1,44,3007,Assertive
3007,3,1,4,5,1,5,3,5,2,3,2,3,4,7,2,3,5,9,3,5,1,0,1,0,46,3008,Assertive
3008,5,3,5,7,3,1,2,3,5,9,3,5,4,7,2,3,4,7,2,3,2,1,2,1,50,3009,Assertive
3009,1,5,4,5,3,1,3,5,4,7,3,5,3,5,2,3,1,1,3,5,2,1,1,0,43,3010,Assertive
3010,2,3,3,3,3,1,1,1,2,3,3,5,1,1,1,1,2,3,3,5,1,0,2,1,27,3011,Balanced
3011,2,3,1,1,3,1,4,7,2,3,2,3,4,7,1,1,4,7,3,5,2,1,1,0,39,3012,Balanced
3012,3,1,1,1,2,2,1,1,3,5,4,7,3,5,3,5,1,1,4,7,1,0,2,1,36,3013,Balanced
3013,2,3,3,3,1,5,3,5,1,1,1,1,2,3,1,1,4,7,3,5,1,0,1,0,34,3014,Balanced
3014,1,5,3,3,2,2,1,1,2,3,2,3,2,3,2,3,1,1,2,3,1,0,1,0,27,3015,Balanced
3015,5,3,3,3,2,2,1,1,5,9,4,7,1,1,3,5,1,1,3,5,1,0,1,0,37,3016,Balanced
3016,6,1,2,2,1,5,2,3,1,1,2,3,3,5,4,7,3,5,2,3,1,0,1,0,35,3017,Balanced
3017,6,1,2,2,3,1,4,7,4,7,4,7,2,3,2,3,2,3,1,1,2,1,2,1,37,3018,Balanced
3018,2,3,5,7,3,1,2,3,4,7,3,5,1,1,3,5,3,5,3,5,1,0,1,0,42,3019,Assertive
3019,3,1,1,1,1,5,2,3,4,7,1,1,4,7,3,5,4,7,4,7,2,1,2,1,46,3020,Assertive
3020,5,3,4,5,1,5,4,7,5,9,2,3,4,7,4,7,4,7,1,1,2,1,2,1,56,3021,Aggressive
3021,1,5,1,1,1,5,2,3,1,1,2,3,3,5,2,3,3,5,2,3,2,1,1,0,35,3022,Balanced
3022,2,3,2,2,3,1,1,1,1,1,2,3,3,5,2,3,3,5,3,5,1,0,1,0,29,3023,Balanced
3023,2,3,5,7,2,2,2,3,1,1,2,3,3,5,4,7,1,1,1,1,2,1,1,0,34,3024,Balanced
3024,2,3,1,1,2,2,2,3,3,5,2,3,1,1,1,1,5,9,2,3,1,0,2,1,32,3025,Balanced
3025,1,5,2,2,3,1,2,3,3,5,1,1,2,3,4,7,4,7,1,1,1,0,1,0,35,3026,Balanced
3026,3,1,5,7,1,5,1,1,1,1,1,1,4,7,2,3,2,3,4,7,1,0,2,1,37,3027,Balanced
3027,1,5,5,7,1,5,2,3,4,7,4,7,2,3,1,1,3,5,1,1,1,0,1,0,44,3028,Assertive
3028,4,5,1,1,1,5,1,1,3,5,2,3,4,7,2,3,1,1,3,5,2,1,2,1,38,3029,Balanced
3029,1,5,3,3,2,2,2,3,4,7,1,1,4,7,3,5,1,1,4,7,1,0,2,1,42,3030,Assertive
3030,3,1,1,1,1,5,2,3,2,3,4,7,2,3,1,1,2,3,1,1,2,1,2,1,30,3031,Balanced
3031,2,3,5,7,2,2,1,1,4,7,4,7,4,7,2,3,3,5,2,3,1,0,1,0,45,3032,Assertive
3032,2,3,2,2,3,1,1,1,4,7,1,1,2,3,4,7,5,9,4,7,2,1,1,0,42,3033,Assertive
3033,4,5,5,7,3,1,4,7,4,7,2,3,1,1,1,1,1,1,2,3,2,1,2,1,38,3034,Balanced
3034,4,5,1,1,1,5,2,3,1,1,3,5,4,7,4,7,1,1,2,3,1,0,1,0,38,3035,Balanced
3035,5,3,2,2,1,5,2,3,5,9,1,1,4,7,1,1,1,1,2,3,2,1,1,0,36,3036,Balanced
3036,5,3,3,3,1,5,1,1,2,3,2,3,3,5,2,3,1,1,1,1,2,1,1,0,29,3037,Balanced
3037,6,1,3,3,3,1,3,5,5,9,2,3,3,5,2,3,4,7,4,7,1,0,2,1,45,3038,Assertive
3038,6,1,5,7,3,1,2,3,2,3,3,5,4,7,3,5,3,5,3,5,2,1,1,0,43,3039,Assertive
3039,2,3,3,3,1,5,4,7,1,1,2,3,2,3,2,3,1,1,1,1,2,1,2,1,32,3040,Balanced
3040,4,5,5,7,1,5,4,7,2,3,2,3,3,5,3,5,4,7,1,1,2,1,2,1,50,3041,Assertive
3041,1,5,5,7,2,2,2,3,2,3,3,5,1,1,4,7,5,9,3,5,1,0,2,1,48,3042,Assertive
3042,3,1,2,2,3,1,1,1,1,1,2,3,4,7,2,3,4,7,4,7,2,1,1,0,34,3043,Balanced
3043,3,1,3,3,2,2,4,7,2,3,2,3,3,5,4,7,3,5,1,1,1,0,2,1,38,3044,Balanced
3044,5,3,5,7,1,5,4,7,2,3,2,3,3,5,2,3,3,5,4,7,2,1,1,0,49,3045,Assertive
3045,3,1,1,1,3,1,4,7,2,3,4,7,2,3,4,7,5,9,3,5,2,1,2,1,46,3046,Assertive
3046,3,1,1,1,3,1,3,5,2,3,1,1,4,7,3,5,3,5,3,5,2,1,1,0,35,3047,Balanced
3047,4,5,5,7,1,5,2,3,1,1,4,7,4,7,4,7,1,1,3,5,1,0,2,1,49,3048,Assertive
3048,4,5,4,5,1,5,2,3,1,1,4,7,3,5,3,5,2,3,1,1,2,1,2,1,42,3049,Assertive
3049,1,5,2,2,1,5,3,5,1,1,2,3,1,1,1,1,1,1,4,7,2,1,2,1,33,3050,Balanced
3050,1,5,4,5,1,5,3,5,5,9,4,7,2,3,4,7,2,3,4,7,2,1,2,1,58,3051,Aggressive
3051,1,5,1,1,2,2,3,5,5,9,3,5,2,3,4,7,1,1,4,7,1,0,2,1,46,3052,Assertive
3052,4,5,1,1,2,2,1,1,3,5,4,7,3,5,3,5,5,9,1,1,1,0,2,1,42,3053,Assertive
3053,2,3,4,5,3,1,1,1,2,3,4,7,1,1,2,3,5,9,1,1,1,0,1,0,34,3054,Balanced
3054,6,1,4,5,2,2,1,1,2,3,1,1,2,3,1,1,4,7,4,7,2,1,1,0,32,3055,Balanced
3055,6,1,4,5,3,1,4,7,4,7,4,7,4,7,4,7,5,9,2,3,2,1,2,1,56,3056,Aggressive
3056,2,3,3,3,2,2,3,5,4,7,2,3,1,1,1,1,4,7,1,1,1,0,2,1,34,3057,Balanced
3057,6,1,4,5,1,5,4,7,1,1,4,7,3,5,4,7,5,9,4,7,1,0,1,0,54,3058,Aggressive
3058,3,1,3,3,3,1,1,1,3,5,1,1,2,3,3,5,2,3,4,7,1,0,2,1,31,3059,Balanced
3059,1,5,4,5,2,2,4,7,5,9,1,1,2,3,1,1,5,9,2,3,2,1,1,0,46,3060,Assertive
3060,5,3,1,1,2,2,2,3,3,5,3,5,2,3,2,3,1,1,3,5,1,0,1,0,31,3061,Balanced
3061,1,5,4,5,2,2,3,5,5,9,1,1,4,7,2,3,2,3,2,3,1,0,1,0,43,3062,Assertive
3062,1,5,2,2,2,2,3,5,5,9,2,3,4,7,3,5,2,3,4,7,1,0,2,1,49,3063,Assertive
3063,1,5,4,5,1,5,1,1,5,9,4,7,1,1,2,3,4,7,3,5,2,1,2,1,50,3064,Assertive
3064,5,3,3,3,3,1,2,3,3,5,2,3,3,5,1,1,2,3,3,5,2,1,1,0,33,3065,Balanced
3065,2,3,2,2,2,2,3,5,5,9,1,1,4,7,2,3,3,5,3,5,1,0,2,1,43,3066,Assertive
3066,3,1,1,1,3,1,4,7,1,1,4,7,2,3,2,3,5,9,4,7,1,0,2,1,41,3067,Balanced
3067,1,5,2,2,2,2,3,5,2,3,1,1,1,1,4,7,1,1,2,3,1,0,1,0,30,3068,Balanced
3068,2,3,5,7,2,2,1,1,1,1,1,1,1,1,3,5,3,5,4,7,1,0,1,0,33,3069,Balanced
3069,2,3,1,1,1,5,3,5,2,3,2,3,2,3,2,3,3,5,2,3,2,1,1,0,35,3070,Balanced
3070,2,3,4,5,2,2,2,3,4,7,4,7,3,5,2,3,4,7,3,5,2,1,2,1,49,3071,Assertive
3071,3,1,2,2,2,2,1,1,5,9,2,3,2,3,4,7,4,7,3,5,2,1,2,1,42,3072,Assertive
3072,1,5,2,2,1,5,1,1,5,9,1,1,4,7,1,1,3,5,3,5,2,1,1,0,42,3073,Assertive
3073,6,1,1,1,1,5,2,3,1,1,2,3,2,3,4,7,3,5,3,5,1,0,1,0,34,3074,Balanced
3074,3,1,4,5,3,1,1,1,5,9,4,7,4,7,2,3,4,7,3,5,1,0,1,0,46,3075,Assertive
3075,1,5,5,7,1,5,2,3,4,7,3,5,3,5,3,5,3,5,4,7,1,0,1,0,54,3076,Aggressive
3076,2,3,2,2,1,5,3,5,3,5,4,7,2,3,3,5,2,3,1,1,2,1,1,0,40,3077,Balanced
3077,4,5,3,3,3,1,4,7,3,5,1,1,2,3,2,3,3,5,4,7,2,1,2,1,42,3078,Assertive
3078,6,1,5,7,2,2,4,7,2,3,1,1,2,3,2,3,1,1,1,1,2,1,2,1,31,3079,Balanced
3079,4,5,4,5,2,2,3,5,4,7,1,1,4,7,3,5,4,7,3,5,1,0,1,0,49,3080,Assertive
3080,1,5,1,1,3,1,3,5,4,7,2,3,1,1,2,3,1,1,4,7,2,1,2,1,36,3081,Balanced
3081,1,5,3,3,2,2,1,1,5,9,1,1,1,1,3,5,3,5,4,7,2,1,2,1,41,3082,Balanced
3082,6,1,5,7,1,5,2,3,5,9,3,5,4,7,1,1,3,5,4,7,1,0,1,0,50,3083,Assertive
3083,1,5,1,1,2,2,3,5,4,7,4,7,1,1,4,7,1,1,4,7,1,0,1,0,43,3084,Assertive
3084,5,3,5,7,1,5,1,1,3,5,1,1,2,3,3,5,5,9,2,3,1,0,2,1,43,3085,Assertive
3085,5,3,2,2,2,2,4,7,3,5,4,7,3,5,4,7,2,3,1,1,2,1,2,1,44,3086,Assertive
3086,6,1,5,7,1,5,4,7,3,5,3,5,4,7,2,3,2,3,2,3,2,1,1,0,47,3087,Assertive
3087,1,5,2,2,3,1,3,5,4,7,2,3,3,5,3,5,3,5,4,7,1,0,2,1,46,3088,Assertive
3088,2,3,4,5,1,5,1,1,5,9,4,7,2,3,3,5,5,9,3,5,2,1,2,1,54,3089,Aggressive
3089,6,1,4,5,1,5,4,7,5,9,3,5,4,7,3,5,1,1,2,3,1,0,1,0,48,3090,Assertive
3090,6,1,4,5,2,2,3,5,2,3,3,5,3,5,4,7,4,7,1,1,1,0,2,1,42,3091,Assertive
3091,5,3,4,5,1,5,4,7,3,5,1,1,1,1,3,5,1,1,4,7,1,0,2,1,41,3092,Balanced
3092,3,1,3,3,3,1,4,7,5,9,2,3,4,7,1,1,4,7,2,3,2,1,2,1,44,3093,Assertive
3093,5,3,3,3,3,1,3,5,1,1,3,5,2,3,4,7,3,5,4,7,1,0,2,1,41,3094,Balanced
3094,2,3,1,1,2,2,2,3,2,3,1,1,3,5,3,5,1,1,2,3,2,1,1,0,28,3095,Balanced
3095,6,1,4,5,3,1,3,5,2,3,2,3,2,3,4,7,4,7,3,5,1,0,1,0,40,3096,Balanced
3096,2,3,4,5,2,2,2,3,2,3,4,7,4,7,1,1,1,1,2,3,1,0,1,0,35,3097,Balanced
3097,3,1,4,5,3,1,2,3,2,3,4,7,1,1,3,5,1,1,2,3,1,0,2,1,31,3098,Balanced
3098,3,1,1,1,3,1,4,7,2,3,1,1,1,1,2,3,5,9,3,5,2,1,2,1,34,3099,Balanced
3099,1,5,3,3,3,1,3,5,1,1,3,5,4,7,2,3,3,5,4,7,1,0,2,1,43,3100,Assertive
3100,3,1,5,7,1,5,1,1,3,5,3,5,4,7,3,5,3,5,2,3,2,1,2,1,46,3101,Assertive
3101,5,3,4,5,3,1,4,7,2,3,2,3,2,3,4,7,1,1,2,3,1,0,1,0,36,3102,Balanced
3102,2,3,3,3,1,5,2,3,3,5,1,1,4,7,2,3,5,9,4,7,1,0,2,1,47,3103,Assertive
3103,6,1,4,5,2,2,1,1,5,9,3,5,3,5,1,1,2,3,3,5,2,1,1,0,38,3104,Balanced
3104,4,5,2,2,2,2,3,5,1,1,1,1,1,1,1,1,4,7,3,5,2,1,1,0,31,3105,Balanced
3105,6,1,1,1,3,1,1,1,5,9,1,1,4,7,3,5,4,7,4,7,2,1,2,1,42,3106,Assertive
3106,6,1,1,1,1,5,1,1,2,3,3,5,4,7,1,1,2,3,1,1,2,1,2,1,30,3107,Balanced
3107,5,3,4,5,2,2,4,7,5,9,1,1,2,3,1,1,5,9,3,5,2,1,2,1,47,3108,Assertive
3108,5,3,1,1,2,2,4,7,1,1,3,5,1,1,4,7,5,9,4,7,1,0,1,0,43,3109,Assertive
3109,5,3,5,7,1,5,1,1,3,5,2,3,1,1,1,1,4,7,1,1,2,1,1,0,35,3110,Balanced
3110,2,3,1,1,3,1,1,1,4,7,3,5,2,3,3,5,5,9,3,5,2,1,1,0,41,3111,Balanced
3111,1,5,2,2,1,5,1,1,5,9,4,7,4,7,1,1,1,1,1,1,1,0,2,1,40,3112,Balanced
3112,6,1,2,2,3,1,1,1,4,7,3,5,2,3,1,1,5,9,2,3,1,0,2,1,34,3113,Balanced
3113,3,1,2,2,2,2,3,5,3,5,4,7,3,5,2,3,5,9,4,7,1,0,1,0,46,3114,Assertive
3114,5,3,4,5,1,5,4,7,5,9,3,5,4,7,1,1,3,5,2,3,1,0,2,1,51,3115,Assertive
3115,6,1,5,7,3,1,1,1,1,1,3,5,3,5,3,5,4,7,4,7,2,1,2,1,42,3116,Assertive
3116,1,5,5,7,3,1,2,3,2,3,2,3,4,7,2,3,3,5,4,7,1,0,2,1,45,3117,Assertive
3117,5,3,1,1,3,1,2,3,1,1,4,7,4,7,3,5,4,7,3,5,1,0,2,1,41,3118,Balanced
3118,5,3,1,1,3,1,4,7,1,1,4,7,4,7,2,3,3,5,1,1,1,0,2,1,37,3119,Balanced
3119,3,1,1,1,3,1,3,5,1,1,2,3,4,7,3,5,3,5,2,3,1,0,2,1,33,3120,Balanced
3120,6,1,2,2,3,1,2,3,1,1,4,7,3,5,2,3,3,5,1,1,2,1,1,0,30,3121,Balanced
3121,5,3,5,7,2,2,2,3,3,5,1,1,3,5,3,5,1,1,4,7,2,1,2,1,41,3122,Balanced
3122,4,5,4,5,1,5,2,3,5,9,1,1,1,1,3,5,1,1,2,3,1,0,1,0,38,3123,Balanced
3123,6,1,4,5,3,1,1,1,3,5,4,7,3,5,4,7,5,9,3,5,2,1,2,1,48,3124,Assertive
3124,3,1,5,7,2,2,4,7,3,5,3,5,3,5,4,7,4,7,1,1,1,0,1,0,47,3125,Assertive
3125,2,3,3,3,3,1,1,1,5,9,1,1,4,7,2,3,5,9,2,3,1,0,1,0,40,3126,Balanced
3126,1,5,5,7,3,1,2,3,3,5,1,1,2,3,1,1,2,3,2,3,1,0,1,0,32,3127,Balanced
3127,4,5,3,3,2,2,4,7,1,1,1,1,2,3,4,7,2,3,1,1,2,1,1,0,34,3128,Balanced
3128,4,5,5,7,2,2,2,3,5,9,1,1,1,1,3,5,1,1,4,7,2,1,2,1,43,3129,Assertive
3129,1,5,1,1,3,1,1,1,3,5,3,5,3,5,4,7,5,9,4,7,2,1,2,1,48,3130,Assertive
3130,2,3,1,1,3,1,2,3,2,3,1,1,3,5,3,5,1,1,2,3,2,1,1,0,27,3131,Balanced
3131,1,5,4,5,3,1,4,7,5,9,4,7,4,7,2,3,2,3,4,7,2,1,1,0,55,3132,Aggressive
3132,2,3,4,5,1,5,4,7,2,3,4,7,2,3,4,7,1,1,2,3,1,0,2,1,45,3133,Assertive
3133,1,5,4,5,3,1,3,5,1,1,1,1,2,3,1,1,2,3,2,3,2,1,2,1,30,3134,Balanced
