,nature,outlier,stocks
2786,Assertive,"[39, 13, 23, 12, 32, 11, 41]","[34, 39, 42, 13, 23, 44, 30, 21, 12, 33, 53, 14, 25, 32, 11, 41, 24, 40]"
2787,Balanced,"[43, 39, 37, 31, 6, 55]","[38, 8, 46, 21, 22, 43, 36, 39, 28, 37, 40, 29, 18, 31, 53, 6, 55, 16]"
2788,Assertive,"[13, 23, 37, 27, 39, 41, 10]","[26, 28, 13, 23, 37, 27, 14, 24, 39, 48, 29, 31, 41, 50, 38, 55, 10, 34]"
2789,Balanced,"[43, 13, 33]","[40, 20, 46, 35, 43, 41, 52, 27, 47, 45, 13, 19, 36, 30, 25, 33, 48, 10, 29]"
2790,Balanced,"[39, 33, 37, 13, 43]","[35, 12, 39, 33, 16, 51, 24, 27, 28, 37, 29, 58, 41, 32, 20, 23, 13, 30, 40, 43, 34, 46, 49]"
2791,Balanced,"[31, 39, 37]","[51, 28, 31, 15, 22, 36, 24, 19, 25, 44, 41, 39, 37, 32, 40]"
2792,Balanced,"[33, 31]","[46, 16, 53, 10, 33, 34, 51, 45, 18, 19, 31, 32, 14, 20]"
2793,Balanced,"[37, 11, 31, 43]","[46, 26, 37, 11, 15, 31, 38, 23, 43, 16, 52, 32, 35, 42, 14, 30, 51, 58, 34, 41, 24, 19, 50, 20, 18, 21, 53, 17, 45]"
2794,Balanced,"[13, 37, 6, 33, 31]","[13, 26, 36, 28, 37, 16, 34, 30, 49, 8, 6, 44, 17, 33, 31, 24, 20, 40, 25, 45, 48, 35, 50]"
2795,Balanced,"[13, 31]","[30, 52, 20, 36, 9, 21, 13, 31, 46, 32, 29, 38, 47, 42, 12, 14, 51, 25, 28, 15, 34]"
2796,Assertive,"[43, 12, 11, 41]","[30, 43, 19, 22, 55, 12, 31, 11, 40, 34, 48, 58, 50, 24, 16, 28, 38, 41]"
2797,Balanced,"[11, 31, 39, 33]","[54, 25, 49, 38, 20, 21, 36, 18, 42, 11, 26, 52, 34, 31, 35, 39, 33, 16, 29]"
2798,Aggressive,"[36, 12, 45, 8, 54, 10, 34, 27, 28, 49, 24]","[55, 25, 36, 14, 12, 45, 50, 31, 8, 54, 10, 34, 17, 27, 28, 20, 13, 49, 29, 24]"
2799,Assertive,"[27, 46, 32, 37, 41, 39]","[19, 27, 36, 40, 38, 45, 26, 46, 30, 25, 22, 28, 42, 52, 32, 37, 33, 7, 15, 29, 41, 39, 31, 8]"
2800,Assertive,"[43, 39]","[22, 7, 34, 25, 54, 35, 50, 43, 40, 42, 39, 19, 48, 24, 55, 28, 33, 14, 38]"
2801,Balanced,"[37, 33, 39]","[57, 49, 38, 23, 7, 37, 21, 48, 53, 42, 33, 26, 29, 52, 40, 28, 39, 45]"
2802,Balanced,[39],"[41, 17, 25, 20, 27, 26, 15, 16, 40, 38, 29, 39, 35, 51, 23, 10, 24]"
2803,Balanced,[33],"[48, 32, 49, 41, 23, 26, 34, 27, 47, 24, 15, 40, 7, 36, 12, 33, 16]"
2804,Balanced,"[55, 33, 37]","[46, 59, 40, 29, 21, 18, 23, 15, 45, 26, 47, 19, 36, 12, 7, 27, 32, 55, 30, 8, 33, 42, 37]"
2805,Balanced,"[6, 11, 43]","[6, 48, 25, 24, 11, 40, 41, 56, 46, 22, 43, 28, 27, 51, 16, 35]"
2806,Balanced,"[39, 33, 60, 37, 13, 43]","[36, 35, 39, 33, 28, 26, 12, 60, 30, 25, 47, 8, 34, 27, 46, 51, 29, 24, 22, 19, 37, 13, 43, 40, 45, 44]"
2807,Assertive,"[37, 13, 32, 11, 27]","[29, 28, 24, 37, 20, 21, 31, 33, 58, 22, 13, 40, 32, 11, 26, 38, 44, 27]"
2808,Balanced,"[11, 33, 43, 39, 37]","[11, 34, 35, 41, 20, 33, 45, 38, 48, 43, 18, 28, 51, 30, 23, 39, 37, 21, 14, 32, 53]"
2809,Balanced,"[13, 37, 39]","[13, 38, 32, 34, 40, 28, 36, 16, 37, 46, 39, 41, 27, 29, 47, 21, 19, 24, 9]"
2810,Assertive,"[12, 37, 27, 23]","[12, 52, 37, 26, 27, 51, 28, 15, 7, 18, 23, 33, 35, 54]"
2811,Balanced,"[39, 31]","[39, 54, 40, 32, 42, 9, 30, 20, 38, 31, 41, 22, 26, 21, 8]"
2812,Balanced,"[31, 11, 13, 37, 6]","[14, 46, 31, 11, 45, 19, 57, 27, 13, 40, 21, 37, 28, 32, 18, 41, 30, 44, 22, 15, 6]"
2813,Assertive,"[9, 27, 46, 12, 37, 43]","[35, 16, 9, 27, 40, 8, 30, 38, 24, 21, 6, 46, 31, 12, 37, 20, 43]"
2814,Balanced,"[37, 55, 43]","[45, 40, 44, 20, 21, 37, 15, 55, 43, 30, 10, 36, 18, 16, 12, 28, 25]"
2815,Assertive,"[32, 43, 27, 12, 13, 9, 37, 39]","[42, 32, 33, 26, 43, 40, 27, 24, 30, 12, 25, 51, 21, 38, 13, 52, 50, 48, 9, 56, 37, 15, 22, 39]"
2816,Balanced,"[11, 39, 31, 37]","[30, 35, 11, 21, 39, 32, 53, 31, 25, 28, 23, 29, 37, 56]"
2817,Assertive,"[39, 27, 49, 32]","[24, 39, 34, 36, 25, 20, 27, 49, 26, 32, 31, 30, 29, 52, 38, 17]"
2818,Assertive,"[43, 32, 46, 39, 10, 41]","[40, 20, 30, 33, 17, 28, 22, 18, 43, 26, 42, 53, 36, 32, 24, 46, 39, 10, 41]"
2819,Assertive,"[23, 39, 32, 43, 12]","[23, 39, 24, 42, 30, 28, 32, 34, 44, 36, 57, 15, 47, 43, 25, 52, 22, 12, 29, 51, 17]"
2820,Balanced,"[37, 55]","[35, 29, 45, 50, 18, 44, 34, 37, 54, 28, 41, 17, 55, 8, 27, 32, 48, 24]"
2821,Balanced,"[33, 13, 31, 43, 39]","[33, 24, 44, 46, 30, 42, 13, 20, 16, 27, 25, 31, 43, 56, 54, 41, 22, 34, 29, 23, 19, 39, 51]"
2822,Balanced,"[37, 31, 39, 33]","[37, 28, 36, 29, 31, 26, 46, 56, 39, 24, 33, 42, 23, 32]"
2823,Balanced,"[55, 31, 43, 13, 39, 33]","[30, 29, 21, 7, 40, 5, 55, 25, 31, 32, 28, 43, 13, 39, 23, 35, 54, 33, 42, 56, 38]"
2824,Balanced,"[31, 37, 33, 11]","[46, 17, 31, 38, 54, 37, 35, 27, 19, 25, 21, 33, 34, 10, 11, 32, 51]"
2825,Assertive,"[23, 46, 10]","[40, 22, 23, 34, 36, 25, 33, 16, 17, 38, 46, 15, 52, 18, 29, 44, 24, 4, 10]"
2826,Balanced,"[6, 33]","[23, 6, 24, 45, 48, 28, 9, 27, 54, 26, 21, 34, 33, 30, 42, 57, 14, 32, 36, 22]"
2827,Balanced,"[31, 39]","[52, 35, 31, 36, 34, 29, 51, 26, 30, 42, 9, 27, 25, 21, 39, 32, 41, 45, 17]"
2828,Assertive,"[12, 41, 39]","[21, 50, 12, 20, 22, 41, 26, 30, 51, 29, 14, 25, 40, 39]"
2829,Balanced,"[31, 37, 43, 39]","[27, 42, 31, 37, 35, 46, 34, 25, 30, 43, 22, 28, 49, 18, 26, 39, 14]"
2830,Balanced,"[37, 31]","[37, 31, 40, 30, 32, 41, 20, 22, 25, 34, 29, 46, 5, 26, 24, 21, 19]"
2831,Balanced,"[39, 33]","[17, 36, 34, 32, 29, 30, 49, 39, 51, 50, 33, 19, 56, 21, 41, 24, 46]"
2832,Assertive,"[13, 11, 12, 27, 41, 23]","[13, 11, 29, 44, 12, 14, 21, 34, 25, 42, 27, 41, 47, 38, 23, 16]"
2833,Balanced,"[33, 31, 37]","[29, 25, 46, 15, 19, 18, 54, 38, 40, 42, 33, 22, 41, 31, 21, 28, 37]"
2834,Assertive,"[39, 23, 37, 41, 32]","[39, 52, 26, 34, 21, 6, 23, 51, 22, 35, 31, 33, 37, 14, 17, 41, 58, 28, 36, 32]"
2835,Balanced,"[55, 31, 11]","[18, 27, 55, 25, 36, 49, 23, 35, 30, 28, 31, 11, 9, 17, 29, 32]"
2836,Assertive,"[37, 9, 23, 46]","[26, 45, 38, 37, 9, 48, 25, 17, 28, 23, 31, 59, 47, 19, 34, 29, 42, 40, 46, 33]"
2837,Assertive,"[12, 32, 43, 23, 27]","[24, 12, 32, 43, 35, 47, 34, 23, 38, 27, 20, 7, 16]"
2838,Balanced,"[31, 33, 37, 39, 11]","[31, 22, 24, 38, 35, 36, 41, 25, 18, 23, 33, 54, 30, 16, 37, 29, 34, 50, 26, 15, 39, 45, 27, 11]"
2839,Balanced,"[13, 33, 11, 39, 31]","[26, 30, 13, 44, 38, 20, 49, 33, 9, 21, 46, 11, 58, 28, 27, 39, 14, 31]"
2840,Balanced,"[33, 31, 13]","[34, 44, 7, 23, 28, 29, 42, 46, 20, 35, 17, 12, 16, 26, 33, 31, 54, 45, 13, 27]"
2841,Balanced,"[31, 33, 39, 37, 13]","[14, 45, 31, 44, 33, 39, 37, 46, 20, 35, 13, 50, 52, 21, 25, 41, 26]"
2842,Assertive,"[43, 9, 32, 39]","[53, 35, 24, 44, 20, 36, 17, 52, 43, 26, 29, 9, 42, 50, 16, 32, 39]"
2843,Balanced,"[43, 37, 33]","[41, 24, 23, 43, 37, 35, 14, 34, 33, 15, 45, 29, 48, 17, 36, 42, 12, 38]"
2844,Balanced,"[13, 39, 33, 60, 31, 43]","[46, 29, 13, 39, 12, 19, 35, 33, 60, 31, 32, 5, 43, 30, 44]"
2845,Assertive,"[27, 9]","[31, 33, 27, 48, 9, 54, 34, 8, 20, 40, 28]"
2846,Balanced,"[37, 31, 39, 33]","[21, 23, 51, 26, 32, 45, 37, 54, 31, 24, 39, 29, 22, 25, 52, 33, 38]"
2847,Assertive,"[49, 12, 43]","[24, 35, 26, 33, 14, 44, 19, 36, 49, 29, 42, 58, 15, 12, 43]"
2848,Assertive,"[37, 32, 46, 27, 41]","[30, 17, 33, 55, 44, 37, 29, 32, 48, 46, 26, 27, 41, 25, 56, 53]"
2849,Balanced,"[13, 43, 55]","[35, 40, 28, 47, 13, 49, 38, 14, 43, 32, 18, 55, 27, 59, 15, 17, 8, 24, 34]"
2850,Balanced,"[13, 55, 43, 31]","[17, 32, 13, 55, 43, 38, 22, 16, 21, 30, 12, 46, 26, 31, 51, 27, 23, 48, 35, 53, 49]"
2851,Assertive,"[11, 41, 37, 23]","[14, 15, 35, 11, 30, 34, 41, 19, 29, 33, 52, 24, 37, 36, 23, 17]"
2852,Assertive,"[37, 27, 41, 39, 46, 32, 13, 43]","[33, 37, 38, 8, 31, 40, 54, 27, 26, 28, 41, 29, 16, 39, 46, 42, 52, 32, 13, 43, 47]"
2853,Assertive,"[13, 39, 27, 9]","[29, 25, 34, 13, 51, 30, 45, 39, 53, 44, 56, 54, 27, 36, 9, 14, 33]"
2854,Assertive,"[11, 49, 39, 32, 60, 9, 27]","[40, 11, 49, 36, 39, 26, 35, 32, 22, 33, 25, 54, 38, 17, 42, 18, 45, 60, 48, 9, 27, 19]"
2855,Balanced,"[31, 39, 55, 11, 6, 33]","[31, 50, 41, 38, 40, 45, 19, 27, 34, 26, 32, 14, 39, 35, 22, 55, 11, 6, 25, 30, 42, 33, 12, 47, 36, 28, 53]"
2856,Conservative,"[37, 42, 60, 33, 39, 52, 35, 17, 25, 29]","[37, 30, 34, 42, 45, 27, 48, 16, 28, 60, 19, 46, 33, 39, 32, 36, 10, 52, 35, 17, 25, 29]"
2857,Balanced,"[31, 37, 43]","[49, 34, 46, 28, 56, 8, 31, 26, 21, 32, 37, 51, 15, 43, 41, 52, 35, 18, 57, 12]"
2858,Assertive,"[23, 9, 43, 37, 32]","[38, 23, 35, 50, 9, 24, 40, 22, 43, 7, 31, 37, 33, 51, 32, 19, 36, 54, 26, 44, 18]"
2859,Balanced,"[39, 31]","[15, 39, 30, 41, 17, 44, 32, 24, 12, 26, 31, 20, 14, 50, 10, 42]"
2860,Balanced,"[11, 31]","[26, 28, 34, 50, 11, 29, 36, 31, 17, 51, 24, 46, 16]"
2861,Assertive,"[37, 41, 46, 23]","[22, 17, 37, 14, 47, 20, 51, 28, 53, 41, 31, 19, 30, 38, 16, 46, 36, 29, 23]"
2862,Assertive,"[49, 37, 39, 13]","[56, 49, 55, 35, 28, 24, 37, 16, 19, 39, 38, 21, 29, 33, 13, 30, 53]"
2863,Assertive,"[41, 32, 23, 27]","[19, 41, 22, 7, 24, 45, 18, 31, 26, 42, 38, 33, 32, 44, 40, 23, 15, 34, 35, 27]"
2864,Balanced,"[37, 39, 6]","[36, 24, 30, 51, 38, 18, 16, 15, 37, 25, 39, 6, 14, 21, 35, 58, 10]"
2865,Assertive,"[23, 32, 49, 9, 37, 27, 41]","[56, 23, 19, 26, 32, 49, 54, 57, 38, 9, 34, 35, 29, 18, 37, 27, 41, 48]"
2866,Assertive,"[41, 37, 39, 32]","[52, 36, 26, 35, 41, 42, 28, 20, 38, 30, 29, 56, 48, 37, 39, 6, 47, 22, 32]"
2867,Balanced,"[39, 11, 33]","[36, 42, 29, 38, 27, 14, 21, 39, 40, 34, 24, 20, 7, 11, 41, 32, 23, 16, 33, 26]"
2868,Balanced,"[31, 37, 43, 39]","[31, 38, 29, 28, 19, 15, 36, 20, 16, 45, 41, 27, 21, 37, 43, 39, 26, 7, 40, 58]"
2869,Balanced,"[13, 33, 31, 43, 39]","[34, 19, 10, 13, 49, 42, 41, 33, 44, 20, 27, 26, 54, 38, 18, 32, 31, 43, 30, 24, 53, 29, 16, 17, 39]"
2870,Balanced,[39],"[52, 30, 48, 29, 10, 24, 39, 32, 41, 49, 25, 54, 46, 28, 35, 44, 16, 22, 27, 17, 21, 34]"
2871,Balanced,"[33, 13, 37, 6]","[33, 10, 24, 26, 52, 13, 32, 37, 25, 6, 40, 15, 48, 16, 18, 23]"
2872,Assertive,"[39, 37, 43]","[7, 39, 25, 20, 44, 37, 43, 24, 36, 55, 40, 47, 19, 21, 35]"
2873,Assertive,"[32, 10, 23, 13, 37]","[50, 32, 22, 34, 54, 19, 31, 10, 23, 28, 25, 45, 40, 35, 15, 14, 13, 38, 8, 37]"
2874,Balanced,"[33, 31, 37, 13]","[34, 25, 33, 32, 35, 31, 37, 46, 26, 45, 7, 13, 29, 42, 5, 24, 38, 22, 57, 20]"
2875,Balanced,[31],"[27, 29, 19, 44, 23, 20, 5, 53, 24, 32, 35, 50, 34, 40, 46, 47, 16, 41, 31, 36]"
2876,Balanced,"[39, 37]","[45, 10, 39, 19, 4, 36, 24, 25, 37, 27, 34, 32, 57, 22, 46, 54]"
2877,Balanced,"[55, 33, 31]","[30, 25, 46, 55, 44, 19, 45, 35, 51, 42, 27, 24, 33, 22, 47, 31, 18, 48, 21]"
2878,Assertive,"[32, 27, 46, 41, 49]","[32, 51, 24, 16, 20, 34, 27, 44, 25, 35, 17, 31, 46, 54, 38, 41, 40, 26, 19, 52, 42, 49, 45, 57, 30, 21, 33]"
2879,Assertive,"[12, 46, 13, 37, 41]","[21, 12, 17, 25, 31, 24, 38, 45, 30, 29, 46, 13, 8, 37, 14, 42, 41, 7, 26, 28]"
2880,Balanced,"[11, 39, 33]","[24, 26, 38, 34, 51, 42, 8, 41, 35, 46, 22, 11, 40, 36, 19, 39, 33, 25, 21, 54]"
2881,Assertive,"[27, 46, 9, 23, 43, 32]","[36, 27, 51, 42, 45, 40, 29, 44, 17, 46, 35, 25, 31, 38, 33, 9, 23, 43, 28, 32]"
2882,Assertive,"[37, 32, 39, 10, 13, 46]","[26, 37, 24, 47, 32, 36, 39, 31, 25, 45, 30, 35, 44, 10, 13, 34, 52, 46, 4]"
2883,Assertive,"[46, 27, 37, 13, 32, 11, 41, 12]","[46, 27, 56, 7, 44, 31, 22, 17, 36, 37, 13, 32, 11, 20, 24, 33, 41, 40, 12, 47, 42]"
2884,Balanced,"[43, 33, 31]","[43, 27, 33, 40, 49, 19, 44, 12, 34, 48, 53, 25, 41, 28, 42, 45, 31, 47, 15, 29]"
2885,Conservative,"[39, 29, 53, 47, 20, 14, 11, 35, 44, 22, 31]","[39, 28, 36, 29, 53, 47, 46, 16, 27, 10, 24, 20, 34, 14, 11, 35, 44, 32, 22, 9, 31]"
2886,Balanced,"[6, 31, 33]","[4, 27, 6, 20, 29, 31, 16, 41, 34, 9, 47, 36, 25, 23, 54, 32, 33, 42, 17, 28]"
2887,Assertive,"[39, 10, 12, 37, 23, 9, 41]","[39, 28, 19, 10, 12, 37, 26, 47, 29, 36, 15, 59, 23, 30, 9, 50, 22, 45, 34, 14, 41, 16, 44]"
2888,Assertive,"[32, 39]","[32, 54, 30, 44, 36, 31, 38, 28, 42, 39, 33, 48, 25, 24]"
2889,Balanced,"[39, 55, 37, 13, 33]","[23, 53, 39, 20, 28, 55, 37, 44, 15, 49, 32, 13, 36, 54, 33, 57]"
2890,Balanced,"[39, 43, 33]","[17, 12, 29, 35, 39, 25, 34, 9, 47, 20, 41, 49, 38, 22, 43, 32, 10, 33, 50]"
2891,Balanced,"[39, 33, 13, 11]","[34, 38, 35, 29, 39, 44, 26, 30, 33, 13, 11, 45, 24, 4, 25, 53, 40]"
2892,Balanced,[31],"[49, 40, 34, 38, 24, 27, 25, 50, 35, 41, 31, 51, 17, 10, 45, 22, 21, 16, 15]"
2893,Assertive,"[12, 32, 23, 39, 27]","[53, 36, 20, 12, 19, 55, 45, 32, 25, 30, 23, 39, 35, 26, 27]"
2894,Assertive,"[11, 37, 32, 23, 43]","[38, 11, 37, 32, 40, 23, 44, 45, 42, 29, 35, 43, 51, 26, 17, 14, 20]"
2895,Assertive,"[39, 9, 23, 27]","[17, 40, 30, 39, 34, 54, 29, 26, 28, 24, 19, 9, 23, 27, 25]"
2896,Balanced,"[33, 55, 13]","[28, 53, 27, 33, 25, 23, 40, 45, 32, 34, 41, 55, 42, 15, 48, 29, 13, 49]"
2897,Balanced,"[37, 43, 31, 11, 13]","[56, 47, 20, 41, 7, 25, 8, 37, 43, 46, 31, 24, 40, 45, 34, 16, 51, 44, 11, 26, 13, 30, 14]"
2898,Assertive,"[27, 10, 37, 32]","[50, 6, 19, 59, 17, 27, 53, 33, 44, 28, 10, 37, 24, 34, 30, 35, 20, 32, 22, 52, 21]"
2899,Assertive,"[12, 32]","[26, 12, 21, 15, 45, 25, 24, 33, 56, 14, 42, 32, 29, 51, 48, 5]"
2900,Assertive,"[32, 9, 27, 37, 23, 43]","[29, 42, 36, 33, 32, 50, 28, 44, 57, 24, 9, 27, 45, 37, 21, 38, 35, 15, 40, 22, 23, 43]"
2901,Aggressive,"[23, 48, 34, 32, 56, 16, 24, 45, 54, 12, 36]","[33, 23, 48, 34, 32, 56, 15, 16, 24, 45, 31, 54, 52, 59, 29, 12, 36]"
2902,Assertive,"[39, 43, 23]","[26, 22, 38, 20, 55, 36, 31, 52, 42, 39, 50, 33, 58, 43, 34, 23, 40, 35, 30, 19, 24]"
2903,Balanced,"[43, 39]","[22, 5, 35, 43, 49, 32, 39, 30, 26, 40, 41, 19, 29, 48, 38, 25]"
2904,Assertive,"[32, 12, 43, 27, 46, 41, 39]","[32, 12, 21, 43, 27, 24, 46, 30, 22, 41, 38, 50, 33, 25, 29, 40, 39]"
2905,Balanced,[],"[32, 42, 21, 34, 53, 26, 16, 25, 19, 12, 47, 45, 24, 28, 35, 22, 46]"
2906,Balanced,"[39, 33, 13]","[39, 52, 54, 26, 16, 44, 29, 33, 41, 19, 13, 32, 35, 40, 27, 38, 21, 24, 25, 28]"
2907,Balanced,"[43, 31, 37, 33, 13]","[14, 43, 44, 31, 26, 32, 21, 12, 18, 50, 37, 17, 49, 40, 23, 33, 29, 9, 13, 54, 48]"
2908,Balanced,"[31, 11, 43, 39]","[40, 22, 32, 31, 42, 41, 49, 29, 11, 15, 43, 30, 25, 17, 39, 36, 9, 7, 21, 24]"
2909,Balanced,"[43, 11, 33]","[43, 49, 35, 32, 11, 33, 9, 23, 50, 42, 20, 58, 30, 36, 29, 41, 45, 27, 46, 44, 56]"
2910,Balanced,"[43, 33, 37, 11]","[44, 30, 32, 42, 29, 43, 53, 25, 33, 54, 37, 11, 34, 28]"
2911,Assertive,"[37, 10, 41]","[37, 20, 10, 41, 33, 42, 47, 8, 18, 14, 35, 26, 25, 17, 48, 21, 24]"
2912,Assertive,"[39, 37, 32, 23, 27, 43]","[39, 15, 19, 45, 33, 8, 18, 28, 48, 51, 42, 37, 29, 32, 23, 27, 43, 17, 7]"
2913,Assertive,"[39, 46, 41]","[36, 8, 39, 29, 45, 46, 42, 33, 26, 18, 44, 52, 17, 55, 40, 54, 41]"
2914,Balanced,"[37, 39]","[54, 22, 24, 36, 34, 44, 27, 26, 21, 37, 10, 46, 39, 18, 8, 38]"
2915,Assertive,"[11, 43, 46, 32]","[11, 43, 24, 30, 38, 57, 26, 42, 16, 48, 46, 47, 32, 25, 5, 17, 22]"
2916,Balanced,"[43, 13]","[32, 16, 52, 41, 45, 24, 46, 29, 34, 43, 25, 38, 17, 27, 13, 19, 14, 42]"
2917,Aggressive,"[36, 8, 19, 48, 27, 30, 9, 16]","[26, 36, 8, 19, 37, 43, 33, 44, 48, 27, 50, 14, 15, 30, 9, 16, 31]"
2918,Balanced,"[37, 31]","[28, 35, 36, 41, 29, 37, 42, 25, 31, 53, 20, 21, 24, 32, 57, 17, 34, 59]"
2919,Balanced,"[39, 37, 33]","[15, 47, 24, 41, 39, 37, 21, 36, 10, 40, 27, 34, 52, 33, 49, 45, 28]"
2920,Assertive,"[32, 46, 41, 43, 10, 23]","[38, 45, 32, 24, 46, 14, 35, 20, 40, 41, 48, 43, 16, 10, 42, 31, 29, 52, 51, 23, 26]"
2921,Balanced,"[33, 13]","[23, 18, 30, 36, 38, 46, 49, 33, 40, 13, 48, 17, 14, 50, 22, 19, 44, 9, 28, 24]"
2922,Balanced,"[31, 37, 33, 39]","[31, 14, 45, 36, 37, 35, 33, 38, 41, 42, 40, 39, 34]"
2923,Balanced,"[39, 33, 43]","[28, 39, 25, 46, 34, 30, 33, 36, 41, 38, 24, 29, 17, 23, 40, 12, 49, 43]"
2924,Assertive,"[27, 37, 32, 41]","[27, 33, 19, 37, 32, 52, 17, 25, 24, 41, 36, 28, 40, 29, 26]"
2925,Assertive,"[27, 46, 32, 49, 11]","[48, 27, 34, 46, 38, 31, 53, 36, 45, 29, 26, 25, 22, 32, 33, 49, 15, 51, 20, 42, 35, 57, 28, 11, 40]"
2926,Balanced,"[39, 13]","[18, 38, 34, 17, 47, 39, 25, 42, 45, 20, 13, 29, 41, 53, 21, 14, 49, 57, 9, 10, 16]"
2927,Assertive,"[37, 46, 23, 10, 32, 39, 27, 43]","[45, 53, 25, 37, 26, 47, 46, 23, 34, 30, 40, 10, 42, 22, 28, 32, 21, 39, 27, 19, 43]"
2928,Assertive,"[37, 11, 43, 41, 9, 32, 12]","[33, 37, 24, 30, 35, 11, 43, 41, 55, 38, 18, 22, 9, 21, 50, 31, 32, 12, 40]"
2929,Balanced,"[39, 33, 6, 31]","[15, 18, 34, 40, 30, 39, 24, 33, 6, 29, 14, 31, 44, 35, 19, 38, 22, 32, 27, 45, 26, 49, 20]"
2930,Assertive,"[12, 9, 37, 23, 49, 32]","[31, 30, 12, 9, 18, 37, 24, 36, 29, 47, 34, 5, 22, 7, 23, 53, 35, 59, 15, 25, 16, 49, 32]"
2931,Assertive,"[27, 60, 23, 37]","[27, 29, 31, 21, 60, 52, 23, 35, 17, 22, 44, 37]"
2932,Assertive,"[23, 39, 43, 32]","[16, 29, 15, 38, 44, 36, 22, 23, 42, 39, 48, 43, 19, 32, 25, 24, 34, 35, 18, 33, 26, 47]"
2933,Assertive,"[43, 41, 9, 37, 12, 23, 27, 11]","[50, 51, 21, 43, 41, 9, 35, 29, 37, 53, 12, 30, 23, 24, 58, 48, 27, 18, 34, 14, 20, 11, 28, 33, 59, 38]"
2934,Balanced,"[33, 55, 43, 31, 39, 37]","[26, 48, 56, 47, 36, 17, 20, 33, 55, 43, 31, 19, 29, 30, 39, 44, 35, 22, 24, 10, 28, 18, 37]"
2935,Balanced,"[13, 39, 11]","[12, 56, 36, 38, 22, 17, 47, 29, 44, 27, 23, 25, 32, 16, 46, 41, 13, 39, 40, 11]"
2936,Assertive,"[43, 11, 41, 39, 37, 12, 27]","[31, 24, 29, 43, 11, 25, 41, 33, 39, 45, 52, 40, 37, 28, 30, 56, 20, 12, 44, 27]"
2937,Assertive,"[41, 32, 37, 27, 39]","[44, 51, 41, 32, 37, 42, 38, 18, 47, 24, 22, 29, 27, 39]"
2938,Balanced,"[55, 31, 6]","[21, 29, 38, 55, 24, 8, 52, 15, 41, 40, 30, 31, 10, 6, 46, 27, 35]"
2939,Balanced,"[33, 43, 13]","[53, 17, 9, 36, 33, 43, 29, 18, 19, 52, 28, 13, 45, 7, 58, 32]"
2940,Assertive,"[41, 37]","[18, 50, 29, 33, 41, 21, 28, 7, 30, 35, 37, 36, 25, 26, 44]"
2941,Assertive,"[49, 43, 41, 39, 23, 11]","[18, 33, 24, 30, 45, 25, 42, 48, 36, 29, 49, 16, 35, 43, 50, 47, 41, 39, 40, 23, 20, 11]"
2942,Balanced,"[31, 33, 39, 37]","[31, 40, 20, 33, 18, 30, 36, 29, 14, 47, 34, 24, 46, 25, 42, 5, 52, 39, 27, 16, 37]"
2943,Assertive,"[41, 12, 39, 43, 13]","[52, 42, 22, 40, 54, 41, 17, 51, 12, 38, 39, 50, 14, 28, 33, 19, 26, 43, 13]"
2944,Balanced,"[31, 39, 43]","[28, 20, 31, 35, 17, 48, 23, 15, 36, 30, 47, 39, 5, 21, 19, 34, 43, 38, 26]"
2945,Assertive,"[41, 13, 23, 32, 37, 43, 46, 11, 12]","[15, 41, 13, 18, 52, 29, 16, 31, 56, 23, 30, 24, 32, 20, 37, 21, 43, 26, 38, 46, 34, 11, 12, 42]"
2946,Assertive,"[27, 23, 9, 41, 32, 43]","[20, 27, 33, 44, 31, 30, 23, 9, 41, 35, 26, 32, 8, 45, 50, 43]"
2947,Assertive,"[46, 39, 49, 27, 32]","[16, 19, 46, 26, 36, 24, 39, 42, 25, 53, 49, 21, 27, 28, 50, 32, 29]"
2948,Balanced,"[31, 33]","[31, 25, 34, 49, 21, 22, 20, 40, 38, 17, 33, 36, 27, 29, 50, 19, 59, 18]"
2949,Assertive,"[49, 46, 32, 39]","[20, 35, 8, 24, 49, 54, 14, 46, 32, 16, 44, 47, 17, 18, 19, 42, 29, 39, 33, 26]"
2950,Balanced,"[11, 39, 13]","[28, 21, 48, 27, 11, 10, 39, 14, 38, 32, 51, 49, 13, 29, 18, 22, 47, 30, 24, 46, 17, 35, 40]"
2951,Assertive,"[39, 32, 27, 37]","[39, 19, 24, 51, 26, 32, 54, 27, 21, 28, 45, 30, 25, 47, 36, 50, 35, 8, 20, 37]"
2952,Balanced,"[39, 37, 33, 43]","[39, 28, 42, 50, 48, 16, 47, 8, 27, 37, 25, 40, 33, 43, 38, 46, 41]"
2953,Aggressive,"[24, 45, 19, 16, 36, 34, 46, 49]","[33, 24, 26, 39, 55, 31, 45, 19, 29, 20, 16, 25, 36, 34, 46, 49, 40]"
2954,Assertive,"[32, 39, 23]","[50, 54, 33, 26, 25, 32, 22, 39, 28, 30, 35, 16, 45, 42, 21, 23]"
2955,Conservative,"[29, 31, 33, 53, 35, 44]","[36, 30, 29, 31, 27, 24, 33, 46, 16, 53, 56, 35, 44, 18]"
2956,Balanced,"[31, 37, 13, 11]","[31, 42, 32, 25, 23, 37, 28, 14, 29, 22, 16, 48, 35, 13, 30, 11, 12, 15]"
2957,Assertive,"[43, 41, 27, 39, 49]","[20, 24, 8, 59, 47, 43, 41, 27, 38, 39, 25, 26, 42, 31, 19, 52, 49, 34]"
